year,position,song,artist_main,artist_full,song_and_artist,avg_rank,peak_rank,weeks_on_board
1975,63,They Just Can't Stop It the (Games People Play),The Spinners,The Spinners,They Just Can't Stop It the (Games People Play) - The Spinners,28.56,5,171
1975,64,Feel Like Makin' Love,Bad Company,Bad Company,Feel Like Makin' Love - Bad Company,28.6,10,120
1975,65,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song - B.J. Thomas,28.67,1,171
1975,66,Harry Truman,Chicago,Chicago,Harry Truman - Chicago,28.67,13,45
1975,67,Thank God I'm A Country Boy,John Denver,John Denver,Thank God I'm A Country Boy - John Denver,28.74,1,190
1975,68,Kung Fu Fighting,Carl Douglas,Carl Douglas,Kung Fu Fighting - Carl Douglas,28.83,1,93
1975,69,How Sweet It Is (To Be Loved By You),James Taylor,James Taylor,How Sweet It Is (To Be Loved By You) - James Taylor,29.13,5,120
1975,70,I'm Not In Love,10cc,10cc,I'm Not In Love - 10cc,29.24,2,153
1975,71,Mr. Jaws,Dickie Goodman,Dickie Goodman,Mr. Jaws - Dickie Goodman,29.3,4,55
1975,72,Sweet Surrender,John Denver,John Denver,Sweet Surrender - John Denver,29.3,13,65
1975,73,Free Bird,Lynyrd Skynyrd,Lynyrd Skynyrd,Free Bird - Lynyrd Skynyrd,29.33,19,57
1975,74,No No Song/snookeroo,Ringo Starr,Ringo Starr,No No Song/snookeroo - Ringo Starr,29.5,3,105
1975,75,Cut The Cake,AWB,AWB,Cut The Cake - AWB,29.73,10,120
1975,76,Before The Next Teardrop Falls,Freddy Fender,Freddy Fender,Before The Next Teardrop Falls - Freddy Fender,29.86,1,231
1975,77,Can't Get It Out Of My Head,Electric Light Orchestra,Electric Light Orchestra,Can't Get It Out Of My Head - Electric Light Orchestra,29.86,9,133
1975,78,Fallin' In Love,"Hamilton, Joe Frank and Reynolds","Hamilton, Joe Frank & Reynolds","Fallin' In Love - Hamilton, Joe Frank and Reynolds",29.88,1,153
1975,79,Love Will Keep Us Together,The Captain and Tennille,The Captain & Tennille,Love Will Keep Us Together - The Captain and Tennille,30.09,1,276
1975,80,Angie Baby,Helen Reddy,Helen Reddy,Angie Baby - Helen Reddy,30.33,1,87
1975,81,I Don't Like To Sleep Alone,Paul Anka with Odia Coates,Paul Anka with Odia Coates,I Don't Like To Sleep Alone - Paul Anka with Odia Coates,30.33,8,120
1975,82,Chevy Van,Sammy Johns,Sammy Johns,Chevy Van - Sammy Johns,30.35,5,153
1975,83,Lady Marmalade,Labelle,Labelle,Lady Marmalade - Labelle,30.5,1,171
1975,84,I Love Music (Part 1),The O'Jays,The O'Jays,I Love Music (Part 1) - The O'Jays,30.56,10,45
1975,85,How Long,Ace,Ace,How Long - Ace,30.62,3,136
1975,86,Wasted Days And Wasted Nights,Freddy Fender,Freddy Fender,Wasted Days And Wasted Nights - Freddy Fender,30.68,8,190
1975,87,Saturday Night,Bay City Rollers,Bay City Rollers,Saturday Night - Bay City Rollers,30.83,2,78
1975,88,Times Of Your Life,Paul Anka,Paul Anka,Times Of Your Life - Paul Anka,30.86,14,28
1975,89,Run Joey Run,David Geddes,David Geddes,Run Joey Run - David Geddes,30.92,4,91
1975,90,Could It Be Magic,Barry Manilow,Barry Manilow,Could It Be Magic - Barry Manilow,31.22,6,171
1975,91,That's The Way Of The World,"Earth, Wind and Fire","Earth, Wind & Fire","That's The Way Of The World - Earth, Wind and Fire",31.44,12,136
1975,92,Sky High,Jigsaw,Jigsaw,Sky High - Jigsaw,31.61,3,171
1975,93,At Seventeen,Janis Ian,Janis Ian,At Seventeen - Janis Ian,31.7,3,210
1975,94,L-O-V-E (Love),Al Green,Al Green,L-O-V-E (Love) - Al Green,31.92,13,78
1975,95,Do It Any Way You Wanna,People's Choice,People's Choice,Do It Any Way You Wanna - People's Choice,32.25,11,136
1975,96,Who Loves You,The 4 Seasons,The 4 Seasons,Who Loves You - The 4 Seasons,32.32,3,190
1975,97,Bungle In The Jungle,Jethro Tull,Jethro Tull,Bungle In The Jungle - Jethro Tull,32.43,12,91
1975,98,For The Love Of You (Part 1&2),The Isley Brothers,The Isley Brothers,For The Love Of You (Part 1&2) - The Isley Brothers,32.43,22,28
1975,99,Walking In Rhythm,The Blackbyrds,The Blackbyrds,Walking In Rhythm - The Blackbyrds,32.47,6,153
1975,100,Only Women,Alice Cooper,Alice Cooper,Only Women - Alice Cooper,32.69,12,136
1976,1,You Sexy Thing,Hot Chocolate,Hot Chocolate,You Sexy Thing - Hot Chocolate,11.75,3,186
1976,2,Love Rollercoaster,Ohio Players,Ohio Players,Love Rollercoaster - Ohio Players,13.22,1,108
1976,3,Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To) - Diana Ross,15.38,1,108
1976,4,I Love Music (Part 1),The O'Jays,The O'Jays,I Love Music (Part 1) - The O'Jays,16.5,5,108
1976,5,Walk Away From Love,David Ruffin,David Ruffin,Walk Away From Love - David Ruffin,17.29,9,84
1976,6,Muskrat Love,Captain and Tennille,Captain & Tennille,Muskrat Love - Captain and Tennille,17.64,4,105
1976,7,Evil Woman,Electric Light Orchestra,Electric Light Orchestra,Evil Woman - Electric Light Orchestra,18.6,10,125
1976,8,Love So Right,Bee Gees,Bee Gees,Love So Right - Bee Gees,18.73,3,120
1976,9,Love Machine (Part 1),The Miracles,The Miracles,Love Machine (Part 1) - The Miracles,19.22,1,351
1976,10,Breaking Up Is Hard To Do,Neil Sedaka,Neil Sedaka,Breaking Up Is Hard To Do - Neil Sedaka,19.55,8,99
1976,11,Saturday Night,Bay City Rollers,Bay City Rollers,Saturday Night - Bay City Rollers,19.8,1,75
1976,12,Sorry Seems To Be The Hardest Word,Elton John,Elton John,Sorry Seems To Be The Hardest Word - Elton John,20.0,6,28
1976,13,Tonight's The Night (Gonna Be Alright),Rod Stewart,Rod Stewart,Tonight's The Night (Gonna Be Alright) - Rod Stewart,20.46,1,91
1976,14,50 Ways To Leave Your Lover,Paul Simon,Paul Simon,50 Ways To Leave Your Lover - Paul Simon,20.47,1,150
1976,15,Welcome Back,John Sebastian,John Sebastian,Welcome Back - John Sebastian,20.57,1,105
1976,16,Wake Up Everybody (Part 1),Harold Melvin And The Blue Notes,Harold Melvin And The Blue Notes,Wake Up Everybody (Part 1) - Harold Melvin And The Blue Notes,20.91,12,132
1976,17,Love To Love You Baby,Donna Summer,Donna Summer,Love To Love You Baby - Donna Summer,21.21,2,161
1976,18,Silly Love Songs,Wings,Wings,Silly Love Songs - Wings,21.37,1,190
1976,19,I Write The Songs,Barry Manilow,Barry Manilow,I Write The Songs - Barry Manilow,21.46,1,182
1976,20,Sing A Song,"Earth, Wind and Fire","Earth, Wind & Fire","Sing A Song - Earth, Wind and Fire",21.82,5,132
1976,21,Country Boy (You Got Your Feet In L.A.),Glen Campbell,Glen Campbell,Country Boy (You Got Your Feet In L.A.) - Glen Campbell,22.17,11,69
1976,22,All By Myself,Eric Carmen,Eric Carmen,All By Myself - Eric Carmen,22.18,2,187
1976,23,Disco Duck (Part I),Rick Dees and His Cast Of Idiots,Rick Dees & His Cast Of Idiots,Disco Duck (Part I) - Rick Dees and His Cast Of Idiots,22.6,1,210
1976,24,If You Leave Me Now,Chicago,Chicago,If You Leave Me Now - Chicago,22.85,1,210
1976,25,Fool To Cry,The Rolling Stones,The Rolling Stones,Fool To Cry - The Rolling Stones,22.89,10,45
1976,26,I Wish,Stevie Wonder,Stevie Wonder,I Wish - Stevie Wonder,23.5,7,10
1976,27,Love Hurts,Nazareth,Nazareth,Love Hurts - Nazareth,23.88,8,255
1976,28,You Make Me Feel Like Dancing,Leo Sayer,Leo Sayer,You Make Me Feel Like Dancing - Leo Sayer,24.3,4,55
1976,29,The Rubberband Man,The Spinners,The Spinners,The Rubberband Man - The Spinners,24.56,2,136
1976,30,"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty - KC And The Sunshine Band",24.57,1,231
1976,31,Golden Years,David Bowie,David Bowie,Golden Years - David Bowie,25.17,10,225
1976,32,Beth/Detroit Rock City,KISS,KISS,Beth/Detroit Rock City - KISS,25.18,7,153
1976,33,Rock And Roll All Nite (live),KISS,KISS,Rock And Roll All Nite (live) - KISS,25.29,12,77
1976,34,Shop Around,Captain and Tennille,Captain & Tennille,Shop Around - Captain and Tennille,25.62,4,136
1976,35,The Wreck Of The Edmund Fitzgerald,Gordon Lightfoot,Gordon Lightfoot,The Wreck Of The Edmund Fitzgerald - Gordon Lightfoot,25.67,2,171
1976,36,Right Back Where We Started From,Maxine Nightingale,Maxine Nightingale,Right Back Where We Started From - Maxine Nightingale,26.55,2,210
1976,37,Let 'em In,Wings,Wings,Let 'em In - Wings,26.81,3,136
1976,38,Love Hangover,Diana Ross,Diana Ross,Love Hangover - Diana Ross,26.94,1,171
1976,39,More Than A Feeling,Boston,Boston,More Than A Feeling - Boston,27.0,5,120
1976,40,A Fifth Of Beethoven,Walter Murphy and The Big Apple Band,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven - Walter Murphy and The Big Apple Band,27.11,1,406
1976,41,Fooled Around And Fell In Love,Elvin Bishop,Elvin Bishop,Fooled Around And Fell In Love - Elvin Bishop,27.65,3,153
1976,42,Rock'n Me,Steve Miller,Steve Miller,Rock'n Me - Steve Miller,27.67,1,171
1976,43,Lonely Night (angel Face),Captain and Tennille,Captain & Tennille,Lonely Night (angel Face) - Captain and Tennille,27.68,3,190
1976,44,If You Know What I Mean,Neil Diamond,Neil Diamond,If You Know What I Mean - Neil Diamond,27.75,11,78
1976,45,Theme From S.W.A.T.,Rhythm Heritage,Rhythm Heritage,Theme From S.W.A.T. - Rhythm Heritage,28.0,1,272
1976,46,Misty Blue,Dorothy Moore,Dorothy Moore,Misty Blue - Dorothy Moore,28.14,3,253
1976,47,Don't Go Breaking My Heart,Elton John and Kiki Dee,Elton John & Kiki Dee,Don't Go Breaking My Heart - Elton John and Kiki Dee,28.15,1,210
1976,48,Nights Are Forever Without You,England Dan and John Ford Coley,England Dan & John Ford Coley,Nights Are Forever Without You - England Dan and John Ford Coley,28.17,10,78
1976,49,Squeeze Box,The Who,The Who,Squeeze Box - The Who,28.36,16,121
1976,50,Show Me The Way,Peter Frampton,Peter Frampton,Show Me The Way - Peter Frampton,28.61,6,171
1976,51,Fly Away,John Denver,John Denver,Fly Away - John Denver,28.62,13,68
1976,52,Fanny (Be Tender With My Love),Bee Gees,Bee Gees,Fanny (Be Tender With My Love) - Bee Gees,28.8,12,135
1976,53,Get Up And Boogie (That's Right),Silver Convention,Silver Convention,Get Up And Boogie (That's Right) - Silver Convention,29.0,2,231
1976,54,Lowdown,Boz Scaggs,Boz Scaggs,Lowdown - Boz Scaggs,29.05,3,253
1976,55,Disco Lady,Johnnie Taylor,Johnnie Taylor,Disco Lady - Johnnie Taylor,29.21,1,190
1976,56,I'll Be Good To You,The Brothers Johnson,The Brothers Johnson,I'll Be Good To You - The Brothers Johnson,29.47,3,153
1976,57,Convoy,C.W. McCall,C.W. McCall,Convoy - C.W. McCall,29.5,1,126
1976,58,Rock And Roll Music,The Beach Boys,The Beach Boys,Rock And Roll Music - The Beach Boys,29.65,5,153
1976,59,Boogie Fever,The Sylvers,The Sylvers,Boogie Fever - The Sylvers,29.71,1,231
1976,60,Summer,War,War,Summer - War,29.75,7,136
1976,61,Let's Do It Again,The Staple Singers,The Staple Singers,Let's Do It Again - The Staple Singers,30.0,1,65
1976,62,Just To Be Close To You,Commodores,Commodores,Just To Be Close To You - Commodores,30.0,7,120
1976,63,Dream Weaver,Gary Wright,Gary Wright,Dream Weaver - Gary Wright,30.2,2,210
1976,64,Nadia's Theme (The Young And The Restless),Barry DeVorzon And Perry Botikin Jr.,Barry DeVorzon And Perry Botikin Jr.,Nadia's Theme (The Young And The Restless) - Barry DeVorzon And Perry Botikin Jr.,30.39,8,171
1976,65,You Should Be Dancing,Bee Gees,Bee Gees,You Should Be Dancing - Bee Gees,30.45,1,210
1976,66,Afternoon Delight,Starland Vocal Band,Starland Vocal Band,Afternoon Delight - Starland Vocal Band,30.55,1,210
1976,67,Play That Funky Music,Wild Cherry,Wild Cherry,Play That Funky Music - Wild Cherry,30.56,1,325
1976,68,You Are The Woman,Firefall,Firefall,You Are The Woman - Firefall,30.58,9,190
1976,69,She's Gone,Daryl Hall John Oates,Daryl Hall John Oates,She's Gone - Daryl Hall John Oates,30.8,7,370
1976,70,Somewhere In The Night,Helen Reddy,Helen Reddy,Somewhere In The Night - Helen Reddy,31.0,19,95
1976,71,You'll Never Find Another Love Like Mine,Lou Rawls,Lou Rawls,You'll Never Find Another Love Like Mine - Lou Rawls,31.19,2,231
1976,72,I'd Really Love To See You Tonight,England Dan and John Ford Coley,England Dan & John Ford Coley,I'd Really Love To See You Tonight - England Dan and John Ford Coley,31.21,2,300
1976,73,Got To Get You Into My Life,The Beatles,The Beatles,Got To Get You Into My Life - The Beatles,31.44,7,136
1976,74,Let Your Love Flow,Bellamy Brothers,Bellamy Brothers,Let Your Love Flow - Bellamy Brothers,31.68,1,190
1976,75,Love Is Alive,Gary Wright,Gary Wright,Love Is Alive - Gary Wright,31.7,2,378
1976,76,Winners And Losers,"Hamilton, Joe Frank and Reynolds","Hamilton, Joe Frank & Reynolds","Winners And Losers - Hamilton, Joe Frank and Reynolds",31.71,21,84
1976,77,Happy Days,Pratt and McClain with Brother Love,Pratt & McClain with Brother Love,Happy Days - Pratt and McClain with Brother Love,31.93,5,105
1976,78,Sky High,Jigsaw,Jigsaw,Sky High - Jigsaw,32.0,3,60
1976,79,Strange Magic,Electric Light Orchestra,Electric Light Orchestra,Strange Magic - Electric Light Orchestra,32.0,14,105
1976,80,Take It To The Limit,Eagles,Eagles,Take It To The Limit - Eagles,32.38,4,273
1976,81,Lost Without Your Love,Bread,Bread,Lost Without Your Love - Bread,32.4,22,15
1976,82,Over My Head,Fleetwood Mac,Fleetwood Mac,Over My Head - Fleetwood Mac,32.67,20,69
1976,83,Still The One,Orleans,Orleans,Still The One - Orleans,32.89,5,171
1976,84,Money Honey,Bay City Rollers,Bay City Rollers,Money Honey - Bay City Rollers,33.0,9,120
1976,85,Slow Ride,Foghat,Foghat,Slow Ride - Foghat,33.21,20,147
1976,86,Stand Tall,Burton Cummings,Burton Cummings,Stand Tall - Burton Cummings,33.42,11,78
1976,87,Junk Food Junkie,Larry Groce,Larry Groce,Junk Food Junkie - Larry Groce,33.47,9,120
1976,88,That'll Be The Day,Linda Ronstadt,Linda Ronstadt,That'll Be The Day - Linda Ronstadt,33.5,11,136
1976,89,Say You Love Me,Fleetwood Mac,Fleetwood Mac,Say You Love Me - Fleetwood Mac,33.74,11,190
1976,90,Shannon,Henry Gross,Henry Gross,Shannon - Henry Gross,33.75,6,210
1976,91,Sweet Love,Commodores,Commodores,Sweet Love - Commodores,33.82,5,275
1976,92,Tryin' To Get The Feeling Again,Barry Manilow,Barry Manilow,Tryin' To Get The Feeling Again - Barry Manilow,33.93,10,120
1976,93,You're My Best Friend,Queen,Queen,You're My Best Friend - Queen,34.0,16,136
1976,94,New Kid In Town,Eagles,Eagles,New Kid In Town - Eagles,34.0,20,3
1976,95,Bohemian Rhapsody,Queen,Queen,Bohemian Rhapsody - Queen,34.17,9,300
1976,96,After The Lovin',Engelbert Humperdinck,Engelbert Humperdinck,After The Lovin' - Engelbert Humperdinck,34.3,10,55
1976,97,Kiss And Say Goodbye,The Manhattans,The Manhattans,Kiss And Say Goodbye - The Manhattans,34.58,1,351
1976,98,Moonlight Feels Right,Starbuck,Starbuck,Moonlight Feels Right - Starbuck,34.64,3,253
1976,99,Baby Face,The Wing And A Prayer Fife and Drum Corps.,The Wing And A Prayer Fife & Drum Corps.,Baby Face - The Wing And A Prayer Fife and Drum Corps.,34.69,14,182
1976,100,Only Sixteen,Dr. Hook,Dr. Hook,Only Sixteen - Dr. Hook,34.91,6,253
1977,1,You Light Up My Life,Debby Boone,Debby Boone,You Light Up My Life - Debby Boone,12.06,1,171
1977,2,New Kid In Town,Eagles,Eagles,New Kid In Town - Eagles,12.62,1,117
1977,3,Torn Between Two Lovers,Mary Macgregor,Mary Macgregor,Torn Between Two Lovers - Mary Macgregor,15.19,1,232
1977,4,Blinded By The Light,Manfred Mann's Earth Band,Manfred Mann's Earth Band,Blinded By The Light - Manfred Mann's Earth Band,15.43,1,189
1977,5,Somebody To Love,Queen,Queen,Somebody To Love - Queen,16.0,16,11
1977,6,I Wish,Stevie Wonder,Stevie Wonder,I Wish - Stevie Wonder,16.46,1,143
1977,7,How Deep Is Your Love,Bee Gees,Bee Gees,How Deep Is Your Love - Bee Gees,17.6,1,120
1977,8,You Make Me Feel Like Dancing,Leo Sayer,Leo Sayer,You Make Me Feel Like Dancing - Leo Sayer,17.64,1,176
1977,9,Dazz,Brick,Brick,Dazz - Brick,18.73,3,176
1977,10,Car Wash,Rose Royce,Rose Royce,Car Wash - Rose Royce,19.54,1,221
1977,11,The Rubberband Man,The Spinners,The Spinners,The Rubberband Man - The Spinners,19.8,2,95
1977,12,I Like Dreamin',Kenny Nolan,Kenny Nolan,I Like Dreamin' - Kenny Nolan,20.79,3,342
1977,13,Got To Give It Up (Pt. I),Marvin Gaye,Marvin Gaye,Got To Give It Up (Pt. I) - Marvin Gaye,20.89,1,171
1977,14,Lost Without Your Love,Bread,Bread,Lost Without Your Love - Bread,20.91,9,121
1977,15,Hot Line,The Sylvers,The Sylvers,Hot Line - The Sylvers,20.92,5,222
1977,16,Dancing Queen,ABBA,ABBA,Dancing Queen - ABBA,21.05,1,247
1977,17,You Don't Have To Be A Star (To Be In My Show),"Marilyn McCoo and Billy Davis, Jr.","Marilyn McCoo & Billy Davis, Jr.","You Don't Have To Be A Star (To Be In My Show) - Marilyn McCoo and Billy Davis, Jr.",21.1,1,215
1977,18,After The Lovin',Engelbert Humperdinck,Engelbert Humperdinck,After The Lovin' - Engelbert Humperdinck,21.33,8,135
1977,19,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,Barbra Streisand,"Evergreen (Love Theme From ""A Star Is Born"") - Barbra Streisand",21.91,1,319
1977,20,Fly Like An Eagle,Steve Miller,Steve Miller,Fly Like An Eagle - Steve Miller,22.0,2,207
1977,21,"Baby, What A Big Surprise",Chicago,Chicago,"Baby, What A Big Surprise - Chicago",22.53,4,120
1977,22,Hotel California,Eagles,Eagles,Hotel California - Eagles,23.32,1,190
1977,23,Best Of My Love,The Emotions,The Emotions,Best Of My Love - The Emotions,23.96,1,276
1977,24,Don't Leave Me This Way,Thelma Houston,Thelma Houston,Don't Leave Me This Way - Thelma Houston,24.18,1,297
1977,25,Enjoy Yourself,The Jacksons,The Jacksons,Enjoy Yourself - The Jacksons,24.21,6,203
1977,26,More Than A Feeling,Boston,Boston,More Than A Feeling - Boston,24.25,5,70
1977,27,Jeans On,David Dundas,David Dundas,Jeans On - David Dundas,24.56,17,153
1977,28,I Just Want To Be Your Everything,Andy Gibb,Andy Gibb,I Just Want To Be Your Everything - Andy Gibb,24.84,1,496
1977,29,My Heart Belongs To Me,Barbra Streisand,Barbra Streisand,My Heart Belongs To Me - Barbra Streisand,24.94,4,153
1977,30,Sir Duke,Stevie Wonder,Stevie Wonder,Sir Duke - Stevie Wonder,25.06,1,153
1977,31,We're All Alone,Rita Coolidge,Rita Coolidge,We're All Alone - Rita Coolidge,25.31,7,136
1977,32,It's So Easy,Linda Ronstadt,Linda Ronstadt,It's So Easy - Linda Ronstadt,25.46,5,91
1977,33,Heaven On The 7th Floor,Paul Nicholas,Paul Nicholas,Heaven On The 7th Floor - Paul Nicholas,26.1,6,210
1977,34,Livin' Thing,Electric Light Orchestra,Electric Light Orchestra,Livin' Thing - Electric Light Orchestra,26.38,13,116
1977,35,Don't It Make My Brown Eyes Blue,Crystal Gayle,Crystal Gayle,Don't It Make My Brown Eyes Blue - Crystal Gayle,26.48,2,231
1977,36,You Make Loving Fun,Fleetwood Mac,Fleetwood Mac,You Make Loving Fun - Fleetwood Mac,26.67,9,78
1977,37,Don't Stop,Fleetwood Mac,Fleetwood Mac,Don't Stop - Fleetwood Mac,27.28,3,171
1977,38,Blue Bayou,Linda Ronstadt,Linda Ronstadt,Blue Bayou - Linda Ronstadt,27.29,3,153
1977,39,Tonight's The Night (Gonna Be Alright),Rod Stewart,Rod Stewart,Tonight's The Night (Gonna Be Alright) - Rod Stewart,27.3,1,185
1977,40,Weekend In New England,Barry Manilow,Barry Manilow,Weekend In New England - Barry Manilow,27.36,10,175
1977,41,Walk This Way,Aerosmith,Aerosmith,Walk This Way - Aerosmith,27.36,10,132
1977,42,Don't Give Up On Us,David Soul,David Soul,Don't Give Up On Us - David Soul,27.79,1,190
1977,43,Boogie Nights,Heatwave,Heatwave,Boogie Nights - Heatwave,28.12,2,300
1977,44,Gonna Fly Now,Bill Conti,Bill Conti,Gonna Fly Now - Bill Conti,28.55,1,210
1977,45,So In To You,Atlanta Rhythm Section,Atlanta Rhythm Section,So In To You - Atlanta Rhythm Section,28.68,7,190
1977,46,Hard Luck Woman,KISS,KISS,Hard Luck Woman - KISS,28.73,15,88
