year,position,song,artist_main,artist_full,song_and_artist,avg_rank,peak_rank,weeks_on_board
2008,25,Love Song,Sara Bareilles,Sara Bareilles,Love Song - Sara Bareilles,16.56,4,833
2008,26,Don't Stop The Music,Rihanna,Rihanna,Don't Stop The Music - Rihanna,16.81,3,455
2008,27,Leavin',Jesse McCartney,Jesse McCartney,Leavin' - Jesse McCartney,17.0,10,300
2008,28,Gotta Be Somebody,Nickelback,Nickelback,Gotta Be Somebody - Nickelback,17.09,10,66
2008,29,Sexy Can I,Ray J and Yung Berg,Ray J & Yung Berg,Sexy Can I - Ray J and Yung Berg,17.5,3,351
2008,30,Take You There,Sean Kingston,Sean Kingston,Take You There - Sean Kingston,17.78,7,297
2008,31,Miss Independent,Ne-Yo,Ne-Yo,Miss Independent - Ne-Yo,18.06,7,153
2008,32,Paper Planes,M.I.A.,M.I.A.,Paper Planes - M.I.A.,18.25,4,210
2008,33,Let It Rock,Kevin Rudolf,Kevin Rudolf Featuring Lil Wayne,Let It Rock - Kevin Rudolf,18.69,5,136
2008,34,Bleeding Love,Leona Lewis,Leona Lewis,Bleeding Love - Leona Lewis,18.77,1,780
2008,35,Touch My Body,Mariah Carey,Mariah Carey,Touch My Body - Mariah Carey,19.45,1,210
2008,36,Take A Bow,Rihanna,Rihanna,Take A Bow - Rihanna,20.48,1,378
2008,37,Hot N Cold,Katy Perry,Katy Perry,Hot N Cold - Katy Perry,20.5,3,210
2008,38,If I Were A Boy,Beyonce,Beyonce,If I Were A Boy - Beyonce,20.5,3,55
2008,39,Sensual Seduction,Snoop Dogg,Snoop Dogg,Sensual Seduction - Snoop Dogg,20.82,7,204
2008,40,Damaged,Danity Kane,Danity Kane,Damaged - Danity Kane,21.73,10,253
2008,41,Tattoo,Jordin Sparks,Jordin Sparks,Tattoo - Jordin Sparks,21.89,8,418
2008,42,Bust It Baby Part 2,Plies,Plies Featuring Ne-Yo,Bust It Baby Part 2 - Plies,22.45,7,253
2008,43,No Air,Jordin Sparks Duet With Chris Brown,Jordin Sparks Duet With Chris Brown,No Air - Jordin Sparks Duet With Chris Brown,22.51,3,630
2008,44,Like You'll Never See Me Again,Alicia Keys,Alicia Keys,Like You'll Never See Me Again - Alicia Keys,22.67,12,279
2008,45,You're Not Sorry,Taylor Swi,Taylor Swift,You're Not Sorry - Taylor Swi,23.0,11,3
2008,46,Shadow Of The Day,Linkin Park,Linkin Park,Shadow Of The Day - Linkin Park,23.0,15,232
2008,47,Sorry,Buckcherry,Buckcherry,Sorry - Buckcherry,23.05,9,297
2008,48,Love Like This,Natasha Bedingfield,Natasha Bedingfield Featuring Sean Kingston,Love Like This - Natasha Bedingfield,23.09,11,165
2008,49,4 Minutes,Madonna,Madonna Featuring Justin Timberlake & Timbaland,4 Minutes - Madonna,23.1,3,210
2008,50,When I Grow Up,The Pussycat Dolls,The Pussycat Dolls,When I Grow Up - The Pussycat Dolls,23.25,9,210
2008,51,You Found Me,The Fray,The Fray,You Found Me - The Fray,23.25,15,10
2008,52,Teardrops On My Guitar,Taylor Swi,Taylor Swift,Teardrops On My Guitar - Taylor Swi,23.35,13,770
2008,53,See You Again,Miley Cyrus,Miley Cyrus,See You Again - Miley Cyrus,23.56,10,375
2008,54,Crush,David Archuleta,David Archuleta,Crush - David Archuleta,23.67,2,171
2008,55,Sweetest Girl (Dollar Bill),Wyclef Jean,"Wyclef Jean Featuring Akon, Lil Wayne & Niia",Sweetest Girl (Dollar Bill) - Wyclef Jean,23.71,12,301
2008,56,Hate That I Love You,Rihanna,Rihanna Featuring Ne-Yo,Hate That I Love You - Rihanna,23.9,7,215
2008,57,Beautiful,Akon,Akon Featuring Colby O'Donis & Kardinal Offishall,Beautiful - Akon,24.0,19,3
2008,58,Crank That (Soulja Boy),Soulja Boy Tell'em,Soulja Boy Tell'em,Crank That (Soulja Boy) - Soulja Boy Tell'em,24.11,1,252
2008,59,A Milli,Lil Wayne,Lil Wayne,A Milli - Lil Wayne,24.17,6,276
2008,60,Bubbly,Colbie Caillat,Colbie Caillat,Bubbly - Colbie Caillat,24.18,5,803
2008,61,Paralyzer,Finger Eleven,Finger Eleven,Paralyzer - Finger Eleven,25.41,6,869
2008,62,Independent,Webbie,Webbie Featuring Lil' Phat & Lil' Boosie,Independent - Webbie,25.43,9,315
2008,63,Mrs. Officer,Lil Wayne,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,Mrs. Officer - Lil Wayne,26.47,16,153
2008,64,Hypnotized,Plies,Plies Featuring Akon,Hypnotized - Plies,26.73,14,198
2008,65,Single Ladies (Put A Ring On It),Beyonce,Beyonce,Single Ladies (Put A Ring On It) - Beyonce,27.22,1,45
2008,66,Dangerous,Kardinal Offishall,Kardinal Offishall Featuring Akon,Dangerous - Kardinal Offishall,27.26,5,378
2008,67,Closer,Ne-Yo,Ne-Yo,Closer - Ne-Yo,27.37,7,630
2008,68,Good Life,Kanye West,Kanye West Featuring T-Pain,Good Life - Kanye West,27.57,7,126
2008,69,Got Money,Lil Wayne,Lil Wayne Featuring T-Pain,Got Money - Lil Wayne,27.59,10,378
2008,70,Better In Time,Leona Lewis,Leona Lewis,Better In Time - Leona Lewis,27.74,11,276
2008,71,The World I Know,David Cook,David Cook,The World I Know - David Cook,28.0,28,1
2008,72,Dreamer,Chris Brown,Chris Brown,Dreamer - Chris Brown,28.5,16,3
2008,73,Cyclone,Baby Bash,Baby Bash Featuring T-Pain,Cyclone - Baby Bash,28.56,7,234
2008,74,Stronger,Kanye West,Kanye West,Stronger - Kanye West,29.0,1,147
2008,75,Suffocate,J. Holiday,J. Holiday,Suffocate - J. Holiday,30.33,18,279
2008,76,Into The Night,Santana,Santana Featuring Chad Kroeger,Into The Night - Santana,30.5,26,165
2008,77,In The Ayer,Flo Rida,Flo Rida Featuring will.i.am,In The Ayer - Flo Rida,30.52,9,231
2008,78,Pocketful Of Sunshine,Natasha Bedingfield,Natasha Bedingfield,Pocketful Of Sunshine - Natasha Bedingfield,30.54,5,630
2008,79,Swagga Like Us,Jay-Z and T.I.,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,Swagga Like Us - Jay-Z and T.I.,30.64,5,105
2008,80,Keeps Gettin' Better,Christina Aguilera,Christina Aguilera,Keeps Gettin' Better - Christina Aguilera,30.73,7,66
2008,81,Our Song,Taylor Swi,Taylor Swift,Our Song - Taylor Swi,31.08,16,588
2008,82,Stop And Stare,OneRepublic,OneRepublic,Stop And Stare - OneRepublic,31.23,12,495
2008,83,One Step At A Time,Jordin Sparks,Jordin Sparks,One Step At A Time - Jordin Sparks,31.76,17,231
2008,84,Just Fine,Mary J. Blige,Mary J. Blige,Just Fine - Mary J. Blige,31.85,22,208
2008,85,Piece Of Me,Britney Spears,Britney Spears,Piece Of Me - Britney Spears,32.23,18,182
2008,86,Shake It,Metro Station,Metro Station,Shake It - Metro Station,32.23,10,465
2008,87,Superstar,Lupe Fiasco,Lupe Fiasco Featuring Matthew Santos,Superstar - Lupe Fiasco,32.26,10,209
2008,88,Put On,Young Jeezy,Young Jeezy Featuring Kanye West,Put On - Young Jeezy,32.35,12,210
2008,89,Can't Help But Wait,Trey Songz,Trey Songz,Can't Help But Wait - Trey Songz,32.45,14,209
2008,90,What You Got,Colby O'Donis,Colby O'Donis Featuring Akon,What You Got - Colby O'Donis,32.56,14,325
2008,91,My Life,The Game,The Game Featuring Lil Wayne,My Life - The Game,32.63,21,190
2008,92,How Far We've Come,matchbox twenty,matchbox twenty,How Far We've Come - matchbox twenty,33.17,11,117
2008,93,Chicken Fried,Zac Brown Band,Zac Brown Band,Chicken Fried - Zac Brown Band,33.54,20,91
2008,94,Burnin' Up,Jonas Brothers,Jonas Brothers,Burnin' Up - Jonas Brothers,34.44,5,136
2008,95,Big Girls Don't Cry,Fergie,Fergie,Big Girls Don't Cry - Fergie,34.46,1,546
2008,96,I'm Yours,Jason Mraz,Jason Mraz,I'm Yours - Jason Mraz,34.57,6,630
2008,97,Misery Business,Paramore,Paramore,Misery Business - Paramore,34.62,26,212
2008,98,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem) - Good Charlotte,34.67,25,111
2008,99,Elevator,Flo Rida,Flo Rida Featuring Timbaland,Elevator - Flo Rida,35.38,16,91
2008,100,Bye Bye,Mariah Carey,Mariah Carey,Bye Bye - Mariah Carey,35.92,19,78
2009,1,Party In The U.S.A.,Miley Cyrus,Miley Cyrus,Party In The U.S.A. - Miley Cyrus,5.94,2,171
2009,2,I Gotta Feeling,The Black Eyed Peas,The Black Eyed Peas,I Gotta Feeling - The Black Eyed Peas,6.07,1,378
2009,3,Bad Romance,Lady Gaga,Lady Gaga,Bad Romance - Lady Gaga,6.71,2,28
2009,4,3,Britney Spears,Britney Spears,3 - Britney Spears,7.3,1,55
2009,5,Empire State Of Mind,Jay-Z + Alicia Keys,Jay-Z + Alicia Keys,Empire State Of Mind - Jay-Z + Alicia Keys,8.79,1,105
2009,6,Whatcha Say,Jason Derulo,Jason Derulo,Whatcha Say - Jason Derulo,9.11,1,171
2009,7,How Low,Ludacris,Ludacris,How Low - Ludacris,13.0,13,1
2009,8,Down,Jay Sean,Jay Sean Featuring Lil Wayne,Down - Jay Sean,14.17,1,300
2009,9,Forever,Drake,"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever - Drake,14.69,8,91
2009,10,Paparazzi,Lady Gaga,Lady Gaga,Paparazzi - Lady Gaga,14.88,6,136
2009,11,Fire Burning,Sean Kingston,Sean Kingston,Fire Burning - Sean Kingston,14.95,5,231
2009,12,Just Dance,Lady Gaga,Lady Gaga Featuring Colby O'Donis,Just Dance - Lady Gaga,15.13,1,1035
2009,13,Boom Boom Pow,The Black Eyed Peas,The Black Eyed Peas,Boom Boom Pow - The Black Eyed Peas,15.85,1,561
2009,14,Single Ladies (Put A Ring On It),Beyonce,Beyonce,Single Ladies (Put A Ring On It) - Beyonce,16.17,1,333
2009,15,Heartless,Kanye West,Kanye West,Heartless - Kanye West,16.46,2,444
2009,16,Run This Town,"Jay-Z, Rihanna and Kanye West","Jay-Z, Rihanna & Kanye West","Run This Town - Jay-Z, Rihanna and Kanye West",16.8,2,210
2009,17,You Belong With Me,Taylor Swi,Taylor Swift,You Belong With Me - Taylor Swi,16.97,2,594
2009,18,The Climb,Miley Cyrus,Miley Cyrus,The Climb - Miley Cyrus,17.36,4,406
2009,19,Right Round,Flo Rida,Flo Rida,Right Round - Flo Rida,17.54,1,351
2009,20,Gives You Hell,The All-American Rejects,The All-American Rejects,Gives You Hell - The All-American Rejects,17.74,4,651
2009,21,Obsessed,Mariah Carey,Mariah Carey,Obsessed - Mariah Carey,17.9,7,231
2009,22,Knock You Down,Keri Hilson,Keri Hilson Featuring Kanye West & Ne-Yo,Knock You Down - Keri Hilson,18.32,3,496
2009,23,Circus,Britney Spears,Britney Spears,Circus - Britney Spears,18.45,3,250
2009,24,Live Your Life,T.I.,T.I. Featuring Rihanna,Live Your Life - T.I.,18.69,1,328
2009,25,Blame It,Jamie Foxx,Jamie Foxx Featuring T-Pain,Blame It - Jamie Foxx,18.96,2,378
2009,26,My Life Would Suck Without You,Kelly Clarkson,Kelly Clarkson,My Life Would Suck Without You - Kelly Clarkson,19.83,1,300
2009,27,Womanizer,Britney Spears,Britney Spears,Womanizer - Britney Spears,20.33,1,210
2009,28,Meet Me Halfway,The Black Eyed Peas,The Black Eyed Peas,Meet Me Halfway - The Black Eyed Peas,20.38,7,91
2009,29,Waking Up In Vegas,Katy Perry,Katy Perry,Waking Up In Vegas - Katy Perry,20.61,9,276
2009,30,Best I Ever Had,Drake,Drake,Best I Ever Had - Drake,20.62,2,300
2009,31,Love Story,Taylor Swi,Taylor Swift,Love Story - Taylor Swi,20.66,4,1120
2009,32,Dead And Gone,T.I.,T.I. Featuring Justin Timberlake,Dead And Gone - T.I.,20.7,2,432
2009,33,TiK ToK,Ke$ha,Ke$ha,TiK ToK - Ke$ha,20.9,2,55
2009,34,Love Lockdown,Kanye West,Kanye West,Love Lockdown - Kanye West,21.0,3,185
2009,35,Birthday Sex,Jeremih,Jeremih,Birthday Sex - Jeremih,21.15,4,210
2009,36,Whatever You Like,T.I.,T.I.,Whatever You Like - T.I.,21.92,1,306
2009,37,You Found Me,The Fray,The Fray,You Found Me - The Fray,22.03,7,770
2009,38,Let It Rock,Kevin Rudolf,Kevin Rudolf Featuring Lil Wayne,Let It Rock - Kevin Rudolf,22.21,5,494
2009,39,Poker Face,Lady Gaga,Lady Gaga,Poker Face - Lady Gaga,22.95,1,820
2009,40,Hot N Cold,Katy Perry,Katy Perry,Hot N Cold - Katy Perry,23.26,3,570
2009,41,I Know You Want Me (Calle Ocho),Pitbull,Pitbull,I Know You Want Me (Calle Ocho) - Pitbull,23.31,2,630
2009,42,Kiss Me Thru The Phone,Soulja Boy Tell 'em,Soulja Boy Tell 'em Featuring Sammie,Kiss Me Thru The Phone - Soulja Boy Tell 'em,23.85,3,378
2009,43,Sober,P!nk,P!nk,Sober - P!nk,24.0,15,319
2009,44,Right Now (Na Na Na),Akon,Akon,Right Now (Na Na Na) - Akon,24.1,8,175
2009,45,I Hate This Part,The Pussycat Dolls,The Pussycat Dolls,I Hate This Part - The Pussycat Dolls,24.12,11,204
2009,46,Do You Remember,Jay Sean,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember - Jay Sean,24.5,16,21
2009,47,I'm Yours,Jason Mraz,Jason Mraz,I'm Yours - Jason Mraz,25.2,6,2296
2009,48,Halo,Beyonce,Beyonce,Halo - Beyonce,25.42,5,496
2009,49,Superstar,Taylor Swi,Taylor Swift,Superstar - Taylor Swi,26.0,26,1
2009,50,Mad,Ne-Yo,Ne-Yo,Mad - Ne-Yo,26.09,11,297
2009,51,Day 'N' Nite,Kid Cudi,Kid Cudi,Day 'N' Nite - Kid Cudi,26.15,3,378
2009,52,I Can Transform Ya,Chris Brown,Chris Brown Featuring Lil Wayne & Swizz Beatz,I Can Transform Ya - Chris Brown,26.2,20,55
2009,53,Fireflies,Owl City,Owl City,Fireflies - Owl City,26.53,1,153
2009,54,BedRock,Young Money,Young Money Featuring Lloyd,BedRock - Young Money,26.67,20,6
2009,55,LoveGame,Lady Gaga,Lady Gaga,LoveGame - Lady Gaga,27.18,5,253
2009,56,Cowboy Casanova,Carrie Underwood,Carrie Underwood,Cowboy Casanova - Carrie Underwood,27.31,11,91
2009,57,Miss Independent,Ne-Yo,Ne-Yo,Miss Independent - Ne-Yo,27.55,7,253
2009,58,She Wolf,Shakira,Shakira,She Wolf - Shakira,28.0,11,210
2009,59,So What,P!nk,P!nk,So What - P!nk,28.5,1,343
2009,60,Gotta Be Somebody,Nickelback,Nickelback,Gotta Be Somebody - Nickelback,28.56,10,312
2009,61,Hotel Room Service,Pitbull,Pitbull,Hotel Room Service - Pitbull,28.57,8,276
2009,62,Sugar,Flo Rida,Flo Rida Featuring Wynter,Sugar - Flo Rida,28.61,5,171
2009,63,Mrs. Officer,Lil Wayne,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,Mrs. Officer - Lil Wayne,29.2,16,100
2009,64,New Divide,Linkin Park,Linkin Park,New Divide - Linkin Park,30.0,6,210
2009,65,Come In With The Rain,Taylor Swi,Taylor Swift,Come In With The Rain - Taylor Swi,30.0,30,1
2009,66,Baby By Me,50 Cent,50 Cent Featuring Ne-Yo,Baby By Me - 50 Cent,30.43,28,28
2009,67,Can't Believe It,T-Pain,T-Pain Featuring Lil Wayne,Can't Believe It - T-Pain,30.75,7,90
2009,68,Battlefield,Jordin Sparks,Jordin Sparks,Battlefield - Jordin Sparks,31.0,10,253
2009,69,Disturbia,Rihanna,Rihanna,Disturbia - Rihanna,31.09,1,352
2009,70,Viva La Vida,Coldplay,Coldplay,Viva La Vida - Coldplay,31.79,1,798
2009,71,Replay,Iyaz,Iyaz,Replay - Iyaz,31.82,4,153
2009,72,Sweet Dreams,Beyonce,Beyonce,Sweet Dreams - Beyonce,31.86,10,231
2009,73,3am,Eminem,Eminem,3am - Eminem,32.0,32,1
2009,74,Beautiful,Akon,Akon Featuring Colby O'Donis & Kardinal Offishall,Beautiful - Akon,32.05,19,250
2009,75,Green Light,John Legend,John Legend Featuring Andre 3000,Green Light - John Legend,32.27,24,231
2009,76,Addicted,Saving Abel,Saving Abel,Addicted - Saving Abel,32.43,20,217
2009,77,Good Girls Go Bad,Cobra Starship,Cobra Starship Featuring Leighton Meester,Good Girls Go Bad - Cobra Starship,32.88,7,325
2009,78,Love Drunk,Boys Like Girls,Boys Like Girls,Love Drunk - Boys Like Girls,33.05,22,210
2009,79,Fallin' For You,Colbie Caillat,Colbie Caillat,Fallin' For You - Colbie Caillat,33.29,12,300
2009,80,If I Were A Boy,Beyonce,Beyonce,If I Were A Boy - Beyonce,33.7,3,155
2009,81,Use Somebody,Kings Of Leon,Kings Of Leon,Use Somebody - Kings Of Leon,33.71,4,1080
2009,82,Pop Champagne,Jim Jones and Ron Browz,Jim Jones & Ron Browz Featuring Juelz Santana,Pop Champagne - Jim Jones and Ron Browz,33.73,22,165
2009,83,Sweet Caroline,Glee Cast,Glee Cast,Sweet Caroline - Glee Cast,34.0,34,1
2009,84,Please Don't Leave Me,P!nk,P!nk,Please Don't Leave Me - P!nk,34.35,17,351
2009,85,Second Chance,Shinedown,Shinedown,Second Chance - Shinedown,34.42,7,855
2009,86,Already Gone,Kelly Clarkson,Kelly Clarkson,Already Gone - Kelly Clarkson,34.65,13,210
2009,87,Turnin Me On,Keri Hilson,Keri Hilson Featuring Lil Wayne,Turnin Me On - Keri Hilson,34.68,15,253
2009,88,Chicken Fried,Zac Brown Band,Zac Brown Band,Chicken Fried - Zac Brown Band,34.83,20,234
2009,89,Hard,Rihanna,Rihanna Featuring Jeezy,Hard - Rihanna,35.0,19,10
2009,90,Break Up,Mario,Mario Featuring Gucci Mane & Sean Garrett,Break Up - Mario,35.13,14,276
2009,91,21 Guns,Green Day,Green Day,21 Guns - Green Day,35.45,22,210
2009,92,No Surprise,Daughtry,Daughtry,No Surprise - Daughtry,35.83,15,300
2009,93,White Horse,Taylor Swi,Taylor Swift,White Horse - Taylor Swi,36.59,13,238
2009,94,Untouched,The Veronicas,The Veronicas,Untouched - The Veronicas,36.59,17,204
2009,95,Big Green Tractor,Jason Aldean,Jason Aldean,Big Green Tractor - Jason Aldean,36.6,18,210
2009,96,We Made You,Eminem,Eminem,We Made You - Eminem,36.8,9,55
2009,97,One Time,Justin Bieber,Justin Bieber,One Time - Justin Bieber,36.81,20,231
2009,98,No Boundaries,Kris Allen,Kris Allen,No Boundaries - Kris Allen,37.33,11,6
2009,99,Sexy Chick,David Guetta,David Guetta Featuring Akon,Sexy Chick - David Guetta,37.74,6,190
2009,100,Don't Trust Me,3OH!3,3OH!3,Don't Trust Me - 3OH!3,38.17,7,702
2010,1,We R Who We R,Ke$ha,Ke$ha,We R Who We R - Ke$ha,5.0,1,28
2010,2,Just A Dream,Nelly,Nelly,Just A Dream - Nelly,6.88,3,153
2010,3,Teenage Dream,Katy Perry,Katy Perry,Teenage Dream - Katy Perry,8.19,1,231
2010,4,DJ Got Us Fallin' In Love,Usher,Usher Featuring Pitbull,DJ Got Us Fallin' In Love - Usher,8.23,4,253
2010,5,Just The Way You Are,Bruno Mars,Bruno Mars,Just The Way You Are - Bruno Mars,8.52,1,231
2010,6,The Time (Dirty Bit),The Black Eyed Peas,The Black Eyed Peas,The Time (Dirty Bit) - The Black Eyed Peas,9.2,4,15
2010,7,Only Girl (In The World),Rihanna,Rihanna,Only Girl (In The World) - Rihanna,9.5,1,105
2010,8,Dynamite,Taio Cruz,Taio Cruz,Dynamite - Taio Cruz,10.11,2,406
2010,9,Raise Your Glass,P!nk,P!nk,Raise Your Glass - P!nk,10.2,1,55
2010,10,Love The Way You Lie,Eminem,Eminem Featuring Rihanna,Love The Way You Lie - Eminem,10.64,1,325
2010,11,Mean,Taylor Swi,Taylor Swift,Mean - Taylor Swi,11.0,11,1
2010,12,California Gurls,Katy Perry,Katy Perry Featuring Snoop Dogg,California Gurls - Katy Perry,12.0,1,378
2010,13,Airplanes,B.o.B,B.o.B Featuring Hayley Williams,Airplanes - B.o.B,12.27,2,465
2010,14,BedRock,Young Money,Young Money Featuring Lloyd,BedRock - Young Money,12.91,2,319
2010,15,Bottoms Up,Trey Songz,Trey Songz Featuring Nicki Minaj,Bottoms Up - Trey Songz,13.61,6,171
2010,16,OMG,Usher,Usher Featuring will.i.am,OMG - Usher,13.67,1,465
2010,17,TiK ToK,Ke$ha,Ke$ha,TiK ToK - Ke$ha,13.82,1,686
2010,18,Rude Boy,Rihanna,Rihanna,Rude Boy - Rihanna,14.05,1,253
2010,19,Firework,Katy Perry,Katy Perry,Firework - Katy Perry,14.38,1,36
2010,20,Break Your Heart,Taio Cruz,Taio Cruz Featuring Ludacris,Break Your Heart - Taio Cruz,14.55,1,435
2010,21,Not Afraid,Eminem,Eminem,Not Afraid - Eminem,14.6,1,325
2010,22,Toxic,Glee Cast,Glee Cast,Toxic - Glee Cast,16.0,16,1
2010,23,Like A G6,Far*East Movement,Far*East Movement Featuring Cataracs & Dev,Like A G6 - Far*East Movement,16.61,1,171
2010,24,"Hey, Soul Sister",Train,Train,"Hey, Soul Sister - Train",16.74,3,1419
2010,25,Replay,Iyaz,Iyaz,Replay - Iyaz,17.06,2,442
2010,26,Bad Romance,Lady Gaga,Lady Gaga,Bad Romance - Lady Gaga,17.26,2,567
2010,27,Find Your Love,Drake,Drake,Find Your Love - Drake,17.29,5,231
2010,28,How Low,Ludacris,Ludacris,How Low - Ludacris,17.3,6,230
2010,29,Tonight (I'm Lovin' You),Enrique Iglesias,Enrique Iglesias Featuring Ludacris & DJ Frank E,Tonight (I'm Lovin' You) - Enrique Iglesias,17.67,15,6
2010,30,Empire State Of Mind,Jay-Z + Alicia Keys,Jay-Z + Alicia Keys,Empire State Of Mind - Jay-Z + Alicia Keys,18.0,1,360
2010,31,That's All She Wrote,T.I.,T.I. Featuring Eminem,That's All She Wrote - T.I.,18.0,18,1
2010,32,Need You Now,Lady Antebellum,Lady Antebellum,Need You Now - Lady Antebellum,18.02,2,1659
2010,33,Nothin' On You,B.o.B,B.o.B Featuring Bruno Mars,Nothin' On You - B.o.B,18.18,1,406
2010,34,Mine,Taylor Swi,Taylor Swift,Mine - Taylor Swi,18.63,3,190
2010,35,Sexy Chick,David Guetta,David Guetta Featuring Akon,Sexy Chick - David Guetta,19.52,5,630
2010,36,Fireflies,Owl City,Owl City,Fireflies - Owl City,20.21,1,343
2010,37,Imma Be,The Black Eyed Peas,The Black Eyed Peas,Imma Be - The Black Eyed Peas,20.76,1,375
2010,38,Telephone,Lady Gaga,Lady Gaga Featuring Beyonce,Telephone - Lady Gaga,20.83,3,555
2010,39,What's My Name?,Rihanna,Rihanna Featuring Drake,What's My Name? - Rihanna,21.12,1,36
2010,40,Say Aah,Trey Songz,Trey Songz Featuring Fabolous,Say Aah - Trey Songz,21.12,9,420
2010,41,I Like It,Enrique Iglesias,Enrique Iglesias Featuring Pitbull,I Like It - Enrique Iglesias,21.35,4,496
2010,42,Alejandro,Lady Gaga,Lady Gaga,Alejandro - Lady Gaga,21.78,5,276
2010,43,Baby,Justin Bieber,Justin Bieber Featuring Ludacris,Baby - Justin Bieber,22.0,5,210
2010,44,Dog Days Are Over,Glee Cast,Glee Cast,Dog Days Are Over - Glee Cast,22.0,22,1
2010,45,Cooler Than Me,Mike Posner,Mike Posner,Cooler Than Me - Mike Posner,22.41,6,435
2010,46,Billionaire,Travie McCoy,Travie McCoy Featuring Bruno Mars,Billionaire - Travie McCoy,22.44,4,378
2010,47,In My Head,Jason Derulo,Jason Derulo,In My Head - Jason Derulo,22.45,5,594
2010,48,Do You Remember,Jay Sean,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember - Jay Sean,22.71,10,189
2010,49,Telephone,Glee Cast,Glee Cast,Telephone - Glee Cast,23.0,23,1
2010,50,Down,Jay Sean,Jay Sean Featuring Lil Wayne,Down - Jay Sean,25.0,1,520
2010,51,Club Can't Handle Me,Flo Rida,Flo Rida Featuring David Guetta,Club Can't Handle Me - Flo Rida,25.5,9,300
2010,52,Right Above It,Lil Wayne,Lil Wayne Featuring Drake,Right Above It - Lil Wayne,25.59,6,153
2010,53,Two Is Better Than One,Boys Like Girls,Boys Like Girls Featuring Taylor Swift,Two Is Better Than One - Boys Like Girls,25.77,18,195
2010,54,Carry Out,Timbaland,Timbaland Featuring Justin Timberlake,Carry Out - Timbaland,25.92,11,348
2010,55,The Only Exception,Glee Cast,Glee Cast,The Only Exception - Glee Cast,26.0,26,1
2010,56,According To You,Orianthi,Orianthi,According To You - Orianthi,26.42,17,228
2010,57,Whatcha Say,Jason Derulo,Jason Derulo,Whatcha Say - Jason Derulo,26.43,1,357
2010,58,Stuck Like Glue,Sugarland,Sugarland,Stuck Like Glue - Sugarland,26.85,17,210
2010,59,Innocent,Taylor Swi,Taylor Swift,Innocent - Taylor Swi,27.0,27,1
2010,60,Lucky,Glee Cast,Glee Cast,Lucky - Glee Cast,27.0,27,1
2010,61,Forever,Drake,"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever - Drake,27.09,8,209
2010,62,Whip My Hair,WILLOW,WILLOW,Whip My Hair - WILLOW,27.38,11,36
2010,63,F**k You! (Forget You),CeeLo Green,CeeLo Green,F**k You! (Forget You) - CeeLo Green,27.56,9,136
2010,64,Misery,Maroon 5,Maroon 5,Misery - Maroon 5,28.0,14,210
2010,65,Billionaire,Glee Cast,Glee Cast,Billionaire - Glee Cast,28.0,28,1
2010,66,No Hands,Waka Flocka Flame,Waka Flocka Flame Featuring Roscoe Dash & Wale,No Hands - Waka Flocka Flame,28.07,16,105
2010,67,Meet Me Halfway,The Black Eyed Peas,The Black Eyed Peas,Meet Me Halfway - The Black Eyed Peas,28.18,7,209
2010,68,Live Like We're Dying,Kris Allen,Kris Allen,Live Like We're Dying - Kris Allen,28.45,18,407
2010,69,Paparazzi,Lady Gaga,Lady Gaga,Paparazzi - Lady Gaga,28.55,6,242
2010,70,Over,Drake,Drake,Over - Drake,28.65,14,210
2010,71,Party In The U.S.A.,Miley Cyrus,Miley Cyrus,Party In The U.S.A. - Miley Cyrus,28.7,2,235
2010,72,Young Forever,Jay-Z + Mr. Hudson,Jay-Z + Mr. Hudson,Young Forever - Jay-Z + Mr. Hudson,28.9,10,310
2010,73,Hell Breaks Loose,Eminem,Eminem Featuring Dr. Dre,Hell Breaks Loose - Eminem,29.0,29,1
2010,74,"Hey, Soul Sister",Glee Cast,Glee Cast,"Hey, Soul Sister - Glee Cast",29.0,29,1
2010,75,My Chick Bad,Ludacris,Ludacris Featuring Nicki Minaj,My Chick Bad - Ludacris,29.2,11,210
2010,76,Your Love Is My Drug,Ke$ha,Ke$ha,Your Love Is My Drug - Ke$ha,29.5,4,406
2010,77,I Gotta Feeling,The Black Eyed Peas,The Black Eyed Peas,I Gotta Feeling - The Black Eyed Peas,29.62,1,1218
2010,78,Tie Me Down,New Boyz,New Boyz Featuring Ray J,Tie Me Down - New Boyz,29.71,22,306
2010,79,Christmas Lights,Coldplay,Coldplay,Christmas Lights - Coldplay,30.0,25,3
2010,80,Hard,Rihanna,Rihanna Featuring Jeezy,Hard - Rihanna,30.19,8,200
2010,81,You Belong With Me,Taylor Swi,Taylor Swift,You Belong With Me - Taylor Swi,30.5,2,680
2010,82,Start Me Up / Livin' On A Prayer,Glee Cast,Glee Cast,Start Me Up / Livin' On A Prayer - Glee Cast,31.0,31,1
2010,83,Already Gone,Kelly Clarkson,Kelly Clarkson,Already Gone - Kelly Clarkson,31.45,13,286
